"ID","year","country","assignment"
"MG996456",2016,"Russia","Cosmopolitan CA1"
"MG996457",2015,"Russia","Cosmopolitan CA1"
"MG996458",2015,"Russia","Cosmopolitan CA1"
"MG996459",2015,"Russia","Cosmopolitan CA1"
"MG996464",2015,"Russia","Cosmopolitan CA1"
"MG996465",2016,"Russia","Cosmopolitan CA1"
"MG996466",2016,"Russia","Cosmopolitan CA1"
"MH267792",2017,"China","Cosmopolitan CA1"
"MK124735",2017,"China","Cosmopolitan CA1"
"MK124737",2017,"China","Cosmopolitan CA1"
"MK124738",2017,"China","Cosmopolitan CA1"
"MK124739",2018,"China","Cosmopolitan CA1"
"MK124740",2018,"China","Cosmopolitan CA1"
"MK124741",2018,"China","Cosmopolitan CA1"
"MK124744",2018,"China","Cosmopolitan CA1"
"MK124745",2018,"China","Cosmopolitan CA1"
"MK321229",2014,"China","Cosmopolitan CA1"
"MK321230",2016,"China","Cosmopolitan CA1"
"MK511220",2017,"Russia","Cosmopolitan CA1"
"MK511221",2017,"Russia","Cosmopolitan CA1"
"MK511222",2017,"Russia","Cosmopolitan CA1"
"MK511223",2017,"Russia","Cosmopolitan CA1"
"MK511224",2017,"Russia","Cosmopolitan CA1"
"MK511225",2017,"Russia","Cosmopolitan CA1"
"MK511226",2017,"Russia","Cosmopolitan CA1"
"MK511227",2017,"Russia","Cosmopolitan CA1"
"MK511228",2017,"Russia","Cosmopolitan CA1"
"MK511229",2017,"Russia","Cosmopolitan CA1"
"MK511230",2017,"Russia","Cosmopolitan CA1"
"MK511231",2017,"Russia","Cosmopolitan CA1"
"MK511232",2017,"Russia","Cosmopolitan CA1"
"MK511233",2017,"Russia","Cosmopolitan CA1"
"MK511234",2017,"Russia","Cosmopolitan CA1"
"MK532758",2018,"Russia","Cosmopolitan CA1"
"MK598338",2006,"Hungary","Cosmopolitan CA3"
"MK598339",2007,"Hungary","Cosmopolitan CA3"
"MK598340",2007,"Hungary","Cosmopolitan CA3"
"MK598341",2008,"Hungary","Cosmopolitan CA3"
"MK598342",2009,"Hungary","Cosmopolitan CA3"
"MK598343",2008,"Hungary","Cosmopolitan EE"
"MK598344",2009,"Hungary","Cosmopolitan EE"
"MK598345",2010,"Hungary","Cosmopolitan EE"
"MK598346",2010,"Hungary","Cosmopolitan NEE"
"MK598347",2016,"Hungary","Cosmopolitan NEE"
"MK598348",2017,"Hungary","Cosmopolitan NEE"
"MK598349",2017,"Hungary","Cosmopolitan NEE"
"MK598350",2017,"Hungary","Cosmopolitan NEE"
"MK598351",2013,"Hungary","Cosmopolitan NEE"
"MK598352",2013,"Hungary","Cosmopolitan NEE"
"MK598353",2013,"Hungary","Cosmopolitan NEE"
"MK598354",2013,"Hungary","Cosmopolitan NEE"
"MK598355",2013,"Hungary","Cosmopolitan NEE"
"MK598356",2013,"Hungary","Cosmopolitan NEE"
"MK598357",2013,"Hungary","Cosmopolitan NEE"
"MK598358",2013,"Hungary","Cosmopolitan NEE"
"MK598359",2013,"Hungary","Cosmopolitan NEE"
"MK598360",2013,"Hungary","Cosmopolitan NEE"
"MK598361",2013,"Hungary","Cosmopolitan NEE"
"MK598362",2013,"Hungary","Cosmopolitan NEE"
"MK598363",2013,"Hungary","Cosmopolitan NEE"
"MK598364",2013,"Hungary","Cosmopolitan NEE"
"MK598365",2014,"Hungary","Cosmopolitan NEE"
"MK598366",2014,"Hungary","Cosmopolitan NEE"
"MK598367",2014,"Hungary","Cosmopolitan NEE"
"MK598368",2014,"Hungary","Cosmopolitan NEE"
"MK598369",2014,"Hungary","Cosmopolitan NEE"
"MK598370",2014,"Hungary","Cosmopolitan NEE"
"MK598371",2014,"Hungary","Cosmopolitan NEE"
"MK598372",2014,"Hungary","Cosmopolitan NEE"
"MK598373",2014,"Hungary","Cosmopolitan NEE"
"MK598374",2014,"Hungary","Cosmopolitan NEE"
"MK598375",2014,"Hungary","Cosmopolitan NEE"
"MK598376",2014,"Hungary","Cosmopolitan NEE"
"MK598377",2014,"Hungary","Cosmopolitan NEE"
"MK598378",2014,"Hungary","Cosmopolitan NEE"
"MK598379",2014,"Hungary","Cosmopolitan NEE"
"MK598380",2013,"Hungary","Cosmopolitan NEE"
"MK598381",2013,"Hungary","Cosmopolitan NEE"
"MK598382",2013,"Hungary","Cosmopolitan NEE"
"MK598383",2013,"Hungary","Cosmopolitan NEE"
"MK598384",2013,"Hungary","Cosmopolitan NEE"
"MK598385",2013,"Hungary","Cosmopolitan NEE"
"MK598386",2013,"Hungary","Cosmopolitan NEE"
"MK598387",2013,"Hungary","Cosmopolitan NEE"
"MK598388",2013,"Hungary","Cosmopolitan NEE"
"MK598389",2013,"Hungary","Cosmopolitan NEE"
"MK598390",2014,"Hungary","Cosmopolitan NEE"
"MK598391",2014,"Hungary","Cosmopolitan NEE"
"MK598392",2014,"Hungary","Cosmopolitan NEE"
"MK598393",2014,"Hungary","Cosmopolitan NEE"
"MK598394",2014,"Hungary","Cosmopolitan NEE"
"MK598395",2014,"Hungary","Cosmopolitan NEE"
"MK598396",2014,"Hungary","Cosmopolitan NEE"
"MK598397",2014,"Hungary","Cosmopolitan NEE"
"MK598398",1996,"Hungary","Cosmopolitan EE"
"MK760667",2008,"Iran","Cosmopolitan ME1a"
"MK760668",2008,"Iran","Cosmopolitan ME1a"
"MK760669",2008,"Iran","Cosmopolitan ME1a"
"MK760670",2008,"Iran","Cosmopolitan ME1a"
"MK760671",2008,"Iran","Cosmopolitan ME1a"
"MK760672",2008,"Iran","Cosmopolitan ME1a"
"MK760673",2008,"Iran","Cosmopolitan ME1a"
"MK760674",2008,"Iran","Cosmopolitan ME1a"
"MK760675",2008,"Iran","Cosmopolitan CA2"
"MK760676",2009,"Iran","Cosmopolitan CA2"
"MK760677",2009,"Iran","Cosmopolitan ME1a"
"MK760678",2009,"Iran","Cosmopolitan ME1a"
"MK760679",2008,"Iran","Cosmopolitan CA2"
"MK760680",2008,"Iran","Cosmopolitan ME1a"
"MK760681",2009,"Iran","Cosmopolitan ME1a"
"MK760682",2009,"Iran","Cosmopolitan CA2"
"MK760683",2009,"Iran","Cosmopolitan ME1a"
"MK760684",2009,"Iran","Cosmopolitan CA2"
"MK760685",2009,"Iran","Cosmopolitan ME1a"
"MK760686",2009,"Iran","Cosmopolitan ME1a"
"MK760687",2009,"Iran","Cosmopolitan ME1a"
"MK760688",2009,"Iran","Cosmopolitan ME1a"
"MK760689",2010,"Iran","Cosmopolitan ME1a"
"MK760690",2010,"Iran","Cosmopolitan CA2"
"MK760691",2009,"Iran","Cosmopolitan ME1a"
"MK760692",2009,"Iran","Cosmopolitan ME1a"
"MK760693",2009,"Iran","Cosmopolitan ME1a"
"MK760694",2009,"Iran","Cosmopolitan ME1a"
"MK760695",2011,"Iran","Cosmopolitan ME1a"
"MK760696",2012,"Iran","Cosmopolitan ME1a"
"MK760697",2012,"Iran","Cosmopolitan ME1a"
"MK760698",2012,"Iran","Cosmopolitan ME1a"
"MK760699",2012,"Iran","Cosmopolitan ME1a"
"MK760700",2012,"Iran","Cosmopolitan CA1"
"MK760701",2012,"Iran","Cosmopolitan ME1a"
"MK760703",2012,"Iran","Cosmopolitan ME1a"
"MK760704",2012,"Iran","Cosmopolitan ME1a"
"MK760705",2012,"Iran","Cosmopolitan ME1a"
"MK760706",2012,"Iran","Cosmopolitan CA1"
"MK760707",2012,"Iran","Cosmopolitan CA1"
"MK760708",2012,"Iran","Cosmopolitan ME1a"
"MK760709",2012,"Iran","Cosmopolitan ME1a"
"MK760710",2013,"Iran","Cosmopolitan ME1a"
"MK760711",2013,"Iran","Cosmopolitan ME2"
"MK760712",2013,"Iran","Cosmopolitan CA1"
"MK760713",2013,"Iran","Cosmopolitan ME1a"
"MK760714",2013,"Iran","Cosmopolitan ME2"
"MK760715",2013,"Iran","Cosmopolitan ME1a"
"MK760716",2013,"Iran","Cosmopolitan ME1a"
"MK760717",2013,"Iran","Cosmopolitan ME2"
"MK760718",2013,"Iran","Cosmopolitan ME2"
"MK760719",2013,"Iran","Cosmopolitan ME1a"
"MK760720",2013,"Iran","Cosmopolitan ME1a"
"MK760721",2013,"Iran","Cosmopolitan ME1a"
"MK760722",2013,"Iran","Cosmopolitan ME1a"
"MK760723",2013,"Iran","Cosmopolitan CA1"
"MK760724",2013,"Iran","Cosmopolitan ME1a"
"MK760725",2013,"Iran","Cosmopolitan ME1a"
"MK760726",2013,"Iran","Cosmopolitan ME1a"
"MK760727",2013,"Iran","Cosmopolitan ME1a"
"MK760728",2014,"Iran","Cosmopolitan ME1a"
"MK760730",2014,"Iran","Cosmopolitan ME2"
"MK760731",2014,"Iran","Cosmopolitan CA1"
"MK760732",2014,"Iran","Cosmopolitan ME1a"
"MK760733",2014,"Iran","Cosmopolitan ME1a"
"MK760734",2013,"Iran","Cosmopolitan CA1"
"MK760736",2014,"Iran","Cosmopolitan ME1a"
"MK760737",2013,"Iran","Cosmopolitan ME1a"
"MK760738",2014,"Iran","Cosmopolitan ME1a"
"MK760739",2013,"Iran","Cosmopolitan ME1a"
"MK760740",2013,"Iran","Cosmopolitan ME1a"
"MK760741",2013,"Iran","Cosmopolitan ME1a"
"MK760742",2014,"Iran","Cosmopolitan ME1a"
"MK760743",2014,"Iran","Cosmopolitan ME2"
"MK760744",2014,"Iran","Cosmopolitan CA1"
"MK760745",2014,"Iran","Cosmopolitan ME1a"
"MK760746",2014,"Iran","Cosmopolitan ME2"
"MK760747",2014,"Iran","Cosmopolitan CA2"
"MK760748",2014,"Iran","Cosmopolitan ME1a"
"MK760749",2014,"Iran","Cosmopolitan ME1a"
"MK760750",2014,"Iran","Cosmopolitan ME1a"
"MK760751",2014,"Iran","Cosmopolitan ME1a"
"MK760752",2014,"Iran","Cosmopolitan ME1a"
"MK760753",2014,"Iran","Cosmopolitan CA1"
"MK760754",2014,"Iran","Cosmopolitan ME1a"
"MK760755",2014,"Iran","Cosmopolitan CA1"
"MK760756",2014,"Iran","Cosmopolitan CA2"
"MK760757",2014,"Iran","Cosmopolitan CA2"
"MK760758",2014,"Iran","Cosmopolitan ME1a"
"MK760759",2014,"Iran","Cosmopolitan ME1a"
"MK760760",2014,"Iran","Cosmopolitan CA2"
"MK760762",2014,"Iran","Cosmopolitan ME1a"
"MK760763",2014,"Iran","Cosmopolitan ME1a"
"MK760764",2014,"Iran","Cosmopolitan ME1a"
"MK760765",2014,"Iran","Cosmopolitan ME1a"
"MK760766",2015,"Iran","Cosmopolitan CA2"
"MK760767",2015,"Iran","Cosmopolitan ME1a"
"MK760768",2007,"Egypt","Cosmopolitan AF4"
"MK760769",2009,"Egypt","Cosmopolitan AF4"
"MK760770",2009,"Egypt","Cosmopolitan AF4"
"MK956097",2015,"Brazil","Cosmopolitan"
"MK956098",2015,"Brazil","Cosmopolitan"
"MK956099",2015,"Brazil","Cosmopolitan"
"MK956100",2015,"Brazil","Cosmopolitan"
"MK956101",2015,"Brazil","Cosmopolitan"
"MK981888",1993,"Tunisia","Cosmopolitan AF1a"
"MN534896",2018,"Qatar","Cosmopolitan ME1a"
"MN534897",2018,"Qatar","Cosmopolitan ME1a"
"MN642578",2019,"China","Cosmopolitan CA1"
"MN642579",2019,"China","Cosmopolitan CA1"
"MN642580",2017,"China","Cosmopolitan CA1"
"MN726802",2016,"Tanzania","Cosmopolitan AF1b"
"MN726803",2018,"Tanzania","Cosmopolitan AF1b"
"MN726804",2015,"Tanzania","Cosmopolitan AF1b"
"MN726805",2017,"Kenya","Cosmopolitan AF1a"
"MN726806",2017,"Tanzania","Cosmopolitan AF1b"
"MN726807",2017,"Tanzania","Cosmopolitan AF1b"
"MN726808",2016,"Tanzania","Cosmopolitan AF1b"
"MN726809",2016,"Tanzania","Cosmopolitan AF1b"
"MN726810",2015,"Kenya","Cosmopolitan AF1a"
"MN726811",2017,"Tanzania","Cosmopolitan AF1b"
"MN726812",2017,"Kenya","Cosmopolitan AF1a"
"MN726813",2017,"Tanzania","Cosmopolitan AF1b"
"MN726814",2018,"Kenya","Cosmopolitan AF1b"
"MN726815",2015,"Tanzania","Cosmopolitan AF1b"
"MN726816",2018,"Kenya","Cosmopolitan AF1b"
"MN726817",2016,"Tanzania","Cosmopolitan AF1b"
"MN726818",2015,"Tanzania","Cosmopolitan AF1b"
"MN726819",2013,"Kenya","Cosmopolitan AF1a"
"MN726820",2017,"Tanzania","Cosmopolitan AF1b"
"MN726821",2018,"Kenya","Cosmopolitan AF1b"
"MN726822",2018,"Tanzania","Cosmopolitan AF1b"
"MN726823",2017,"Tanzania","Cosmopolitan AF1b"
"MN726824",2016,"Tanzania","Cosmopolitan AF1b"
"MN726825",2015,"Tanzania","Cosmopolitan AF1b"
"MN726826",2016,"Tanzania","Cosmopolitan AF1b"
"MN726827",2017,"Tanzania","Cosmopolitan AF1b"
"MN726828",2017,"Tanzania","Cosmopolitan AF1b"
"MN726829",2017,"Tanzania","Cosmopolitan AF1b"
"MN726830",2018,"Kenya","Cosmopolitan AF1a"
"MN726831",2013,"Kenya","Cosmopolitan AF1b"
"MN726832",2017,"Tanzania","Cosmopolitan AF1b"
"MN726833",2017,"Tanzania","Cosmopolitan AF1b"
"MN726834",2017,"Tanzania","Cosmopolitan AF1b"
"MN726835",2017,"Tanzania","Cosmopolitan AF1b"
"MT079888",2015,"Georgia","Cosmopolitan CA2"
"MT079889",2015,"Georgia","Cosmopolitan CA2"
"MT079890",2015,"Georgia","Cosmopolitan CA2"
"MT079891",2015,"Georgia","Cosmopolitan CA2"
"MT079892",2015,"Georgia","Cosmopolitan CA2"
"MT079893",2015,"Georgia","Cosmopolitan CA2"
"MT079894",2015,"Georgia","Cosmopolitan CA2"
"MT079895",2015,"Georgia","Cosmopolitan CA2"
"MT079896",2015,"Georgia","Cosmopolitan CA2"
"MT079897",2015,"Georgia","Cosmopolitan CA2"
"MT079898",2016,"Georgia","Cosmopolitan CA2"
"MT079899",2016,"Georgia","Cosmopolitan CA2"
"MT079900",2016,"Georgia","Cosmopolitan CA2"
"MT079901",2015,"Georgia","Cosmopolitan CA2"
"MT079902",2015,"Georgia","Cosmopolitan CA2"
"MT079903",2015,"Georgia","Cosmopolitan CA2"
"MT079904",2015,"Georgia","Cosmopolitan CA2"
"MT079905",2015,"Georgia","Cosmopolitan CA2"
"MT079906",2015,"Georgia","Cosmopolitan CA2"
"MT079907",2015,"Georgia","Cosmopolitan CA2"
"MT079908",2015,"Georgia","Cosmopolitan"
"MT079909",2015,"Georgia","Cosmopolitan CA2"
"MT079910",2015,"Georgia","Cosmopolitan CA2"
"MT079911",2015,"Georgia","Cosmopolitan CA2"
"MT079912",2015,"Georgia","Cosmopolitan CA2"
"MT079913",2015,"Georgia","Cosmopolitan CA2"
"MT079914",2015,"Georgia","Cosmopolitan CA2"
"MT079915",2015,"Georgia","Cosmopolitan CA2"
"MT079916",2015,"Georgia","Cosmopolitan CA2"
"MT079917",2015,"Georgia","Cosmopolitan CA2"
"MT079918",2015,"Georgia","Cosmopolitan"
"MT079919",2015,"Georgia","Cosmopolitan CA2"
"MT079920",2015,"Georgia","Cosmopolitan CA2"
"MT079921",2015,"Georgia","Cosmopolitan CA2"
"MT079922",2015,"Georgia","Cosmopolitan CA2"
"MT079923",2015,"Georgia","Cosmopolitan CA2"
"MT079924",2015,"Georgia","Cosmopolitan CA2"
"MT079925",2015,"Georgia","Cosmopolitan CA2"
"MT079926",2015,"Georgia","Cosmopolitan CA2"
"MT079927",2015,"Georgia","Cosmopolitan CA2"
"MT079928",2015,"Georgia","Cosmopolitan CA2"
"MT079929",2015,"Georgia","Cosmopolitan CA2"
"MT079930",2015,"Georgia","Cosmopolitan CA2"
"MT079931",2015,"Georgia","Cosmopolitan CA2"
"MT079932",2015,"Georgia","Cosmopolitan CA2"
"MT079933",2015,"Georgia","Cosmopolitan CA2"
"MT079934",2015,"Georgia","Cosmopolitan CA2"
"MT079935",2015,"Georgia","Cosmopolitan"
"MT079936",2015,"Georgia","Cosmopolitan CA2"
"MT079937",2015,"Georgia","Cosmopolitan CA2"
"MT079938",2015,"Georgia","Cosmopolitan CA2"
"MT079939",2015,"Georgia","Cosmopolitan CA2"
"MT079940",2015,"Georgia","Cosmopolitan CA2"
"MT079941",2015,"Georgia","Cosmopolitan CA2"
"MT079942",2015,"Georgia","Cosmopolitan CA2"
"MT079943",2015,"Georgia","Cosmopolitan CA2"
"MT079944",2015,"Georgia","Cosmopolitan CA2"
"MT079945",2015,"Georgia","Cosmopolitan CA2"
"MT079946",2015,"Georgia","Cosmopolitan CA2"
"MT079947",2015,"Georgia","Cosmopolitan CA2"
"MT079948",2015,"Georgia","Cosmopolitan CA2"
"MT079949",2015,"Georgia","Cosmopolitan"
"MT079950",2016,"Georgia","Cosmopolitan CA2"
"MT079951",2016,"Georgia","Cosmopolitan CA2"
"MT079952",2016,"Georgia","Cosmopolitan CA2"
"MT079953",2016,"Georgia","Cosmopolitan CA2"
"MT079954",2016,"Georgia","Cosmopolitan CA2"
"MT079955",2016,"Georgia","Cosmopolitan CA2"
"MT454631",2015,"South Africa","Cosmopolitan AF1b"
"MT454632",2015,"South Africa","Cosmopolitan AF1b"
"MT454633",2015,"South Africa","Cosmopolitan AF1b"
"MT454634",2015,"South Africa","Cosmopolitan AF1b"
"MT454635",2015,"South Africa","Cosmopolitan AF1b"
"MT454636",2016,"South Africa","Cosmopolitan AF1b"
"MT454637",2016,"South Africa","Cosmopolitan AF1b"
"MT454638",2016,"South Africa","Cosmopolitan AF1b"
"MT454639",2016,"South Africa","Cosmopolitan AF1b"
"MT454640",2016,"South Africa","Cosmopolitan AF1b"
"MT454641",2016,"South Africa","Cosmopolitan AF1b"
"MT454642",2016,"South Africa","Cosmopolitan AF1b"
"MT454643",2017,"South Africa","Cosmopolitan AF1b"
"MT454644",2017,"South Africa","Cosmopolitan AF1b"
"MT454645",2017,"South Africa","Cosmopolitan AF1b"
"MT454646",2017,"South Africa","Cosmopolitan AF1b"
"MT454647",2017,"South Africa","Cosmopolitan AF1b"
"MT454648",2017,"South Africa","Cosmopolitan AF1b"
"MT454649",2017,"South Africa","Cosmopolitan AF1b"
"MT454650",2017,"South Africa","Cosmopolitan AF1b"
"MT454651",2017,"South Africa","Cosmopolitan AF1b"
"MT454652",2017,"South Africa","Cosmopolitan AF1b"
"MT454653",2017,"South Africa","Cosmopolitan AF1b"
"MT454654",2017,"South Africa","Cosmopolitan AF1b"
"U22474",1995,"-","Cosmopolitan WE"
"U22475",1991,"-","Cosmopolitan CE"
"U22476",1985,"-","Cosmopolitan NEE"
"U22477",1991,"-","Cosmopolitan AM2a"
"U22480",1995,"-","Cosmopolitan ME1a"
"U22481",1995,"-","Cosmopolitan ME1a"
"U22482",1986,"-","Cosmopolitan ME1a"
"U22483",1995,"-","Cosmopolitan ME1a"
"U22484",1986,"-","Cosmopolitan AF1b"
"U22488",1995,"-","Cosmopolitan AF1b"
"U22629",1986,"-","Cosmopolitan AF1a"
"U22630",1986,"-","Cosmopolitan AF1a"
"U22631",1986,"-","Cosmopolitan AF1a"
"U22632",1987,"-","Cosmopolitan AF1b"
"U22633",1981,"-","Cosmopolitan AF1b"
"U22637",1995,"-","Cosmopolitan AF1a"
"U22638",1989,"-","Cosmopolitan AF1b"
"U22642",1990,"-","Cosmopolitan AF1a"
"U22643",1982,"-","Cosmopolitan AF1a"
"U22645",1992,"-","Cosmopolitan AF1b"
"U22647",1992,"-","Cosmopolitan AF1b"
"U22648",1995,"-","Cosmopolitan AF1b"
"U22649",1992,"-","Cosmopolitan AF1b"
"U22650",1992,"-","Cosmopolitan AF1b"
"U22651",1992,"-","Cosmopolitan AF1b"
"U22840",1985,"-","Cosmopolitan CE"
"U22841",1991,"-","Cosmopolitan AM2a"
"U22852",1990,"-","Cosmopolitan AF1a"
"U42606",1989,"-","Cosmopolitan WE"
"U42607",1992,"-","Cosmopolitan WE"
"U42700",1994,"-","Cosmopolitan WE"
"U42701",1991,"-","Cosmopolitan CE"
"U42702",1991,"-","Cosmopolitan WE"
"U42704",1986,"-","Cosmopolitan EE"
"U42706",1999,"-","Cosmopolitan WE"
"U42707",1999,"-","Cosmopolitan NEE"
"U43432",1999,"-","Cosmopolitan NEE"
"U43433",1974,"-","Cosmopolitan WE"
"U43434",1984,"-","Cosmopolitan WE"
"U43435",1986,"-","Cosmopolitan WE"
"AB009663",1997,"-","Cosmopolitan"
"AB010494",1998,"-","Cosmopolitan"
"AB044824",2000,"-","Cosmopolitan"
"AB069973",2002,"-","Cosmopolitan"
"AB085828",2003,"-","Cosmopolitan"
"AB128149",2003,"-","Cosmopolitan"
"AB178891",2004,"Japan","Cosmopolitan"
"AF155039",1999,"China","Cosmopolitan"
"D16331",1993,"-","Cosmopolitan"
"D42112",1994,"-","Cosmopolitan"
"DQ286762",2005,"India","Cosmopolitan"
"FJ561729",2008,"China","Cosmopolitan"
"FJ561730",2008,"China","Cosmopolitan"
"FJ561731",2008,"China","Cosmopolitan"
"FJ561732",2008,"China","Cosmopolitan"
"GU992318",1997,"China","Cosmopolitan"
"GU992321",1988,"France","Cosmopolitan"
"KF733451",2013,"France","Cosmopolitan"
"KR105374",2014,"India","Cosmopolitan"
"KR105375",2014,"India","Cosmopolitan"
"KR781526",2009,"Brazil","Cosmopolitan"
"KR781532",2009,"Brazil","Cosmopolitan"
"LC717409",1958,"United States","Cosmopolitan"
"LC717410",1962,"Japan","Cosmopolitan"
"LC717411",1969,"Japan","Cosmopolitan"
"LC717412",1969,"Japan","Cosmopolitan"
"LC717413",1956,"United States","Cosmopolitan"
"LC717414",1956,"Japan","Cosmopolitan"
"LC717415",1981,"Japan","Cosmopolitan"
"LC717416",1965,"Japan","Cosmopolitan"
"LC717417",1949,"United States","Cosmopolitan"
"LC717418",1956,"Japan","Cosmopolitan"
"LC717419",1948,"Japan","Cosmopolitan"
"LC717420",1949,"United States","Cosmopolitan"
"M61047",1993,"-","Cosmopolitan"
"MW055108",2016,"Georgia","Cosmopolitan"
"MZ391102",2020,"Turkey","Cosmopolitan"
"OM971003",2015,"Mexico","Cosmopolitan"
"OM971004",2017,"Mexico","Cosmopolitan"
"OM971005",2020,"Mexico","Cosmopolitan"
"X13357",1990,"-","Cosmopolitan"
"MW055118",2018,"Kenya","Cosmopolitan AF1a"
"MW055119",2018,"Kenya","Cosmopolitan AF1a"
"MW055120",2018,"Kenya","Cosmopolitan AF1a"
"MW055121",2018,"Kenya","Cosmopolitan AF1a"
"MW055122",2018,"Kenya","Cosmopolitan AF1a"
"MW055123",2018,"Kenya","Cosmopolitan AF1a"
"MW055113",2018,"Kenya","Cosmopolitan AF1b"
"MW055115",2018,"Kenya","Cosmopolitan AF1b"
"MW055116",2018,"Kenya","Cosmopolitan AF1b"
"MW055117",2018,"Kenya","Cosmopolitan AF1b"
"DQ420623",2004,"Madagascar","Cosmopolitan AF1c"
"DQ837431",1950,"Israel","Cosmopolitan AF4"
"DQ837461",1998,"Egypt","Cosmopolitan AF4"
"DQ837462",1999,"Egypt","Cosmopolitan AF4"
"DQ837463",1999,"Egypt","Cosmopolitan AF4"
"MW055131",2017,"Egypt","Cosmopolitan AF4"
"U22627",1995,"-","Cosmopolitan AF4"
"AF344304",1992,"-","Cosmopolitan AM1"
"AF344306",2001,"-","Cosmopolitan AM1"
"AF461045",1998,"United States","Cosmopolitan AM1"
"JQ513554",2004,"Canada","Cosmopolitan AM1"
"JQ513555",2005,"Canada","Cosmopolitan AM1"
"JQ513556",2005,"Canada","Cosmopolitan AM1"
"JQ513557",2000,"Canada","Cosmopolitan AM1"
"JQ513558",2000,"Canada","Cosmopolitan AM1"
"JQ513559",2000,"Canada","Cosmopolitan AM1"
"JQ513560",2000,"Canada","Cosmopolitan AM1"
"JX855994",2009,"United States","Cosmopolitan AM1"
"JX855997",2009,"United States","Cosmopolitan AM1"
"JX855998",2009,"United States","Cosmopolitan AM1"
"JX856027",2009,"United States","Cosmopolitan AM1"
"JX856028",2009,"United States","Cosmopolitan AM1"
"JX856029",2009,"United States","Cosmopolitan AM1"
"JX856030",2009,"United States","Cosmopolitan AM1"
"MW055124",2017,"United States","Cosmopolitan AM1"
"MW055125",2017,"United States","Cosmopolitan AM1"
"MW055126",2017,"United States","Cosmopolitan AM1"
"MW055127",2017,"United States","Cosmopolitan AM1"
"MW055128",2018,"United States","Cosmopolitan AM1"
"JQ037819",2005,"Mexico","Cosmopolitan AM2a"
"JQ037820",2005,"Mexico","Cosmopolitan AM2a"
"JQ037821",2005,"Mexico","Cosmopolitan AM2a"
"JQ037822",2005,"Mexico","Cosmopolitan AM2a"
"JQ037823",2005,"Mexico","Cosmopolitan AM2a"
"JQ037824",2005,"Mexico","Cosmopolitan AM2a"
"KJ001501",2006,"Mexico","Cosmopolitan AM2a"
"KJ001511",2010,"Mexico","Cosmopolitan AM2a"
"KJ001514",2011,"Mexico","Cosmopolitan AM2a"
"KJ001533",2008,"Mexico","Cosmopolitan AM2a"
"MW055107",2018,"Guatemala","Cosmopolitan AM2a"
"AY854590",1991,"Mexico","Cosmopolitan AM2b"
"FJ228540",2002,"Mexico","Cosmopolitan AM2b"
"FJ228541",1986,"United States","Cosmopolitan AM2b"
"FJ228542",1994,"Mexico","Cosmopolitan AM2b"
"KU963496",1994,"-","Cosmopolitan AM2b"
"MW055132",2018,"United States","Cosmopolitan AM2b"
"AB083792",1999,"Brazil","Cosmopolitan AM3a"
"AB083793",1999,"Brazil","Cosmopolitan AM3a"
"AB083794",1998,"Brazil","Cosmopolitan AM3a"
"AB083795",1999,"Brazil","Cosmopolitan AM3a"
"AB083796",1987,"Brazil","Cosmopolitan AM3a"
"AB083797",1989,"Brazil","Cosmopolitan AM3a"
"AB083798",1999,"Brazil","Cosmopolitan AM3a"
"AB083799",1998,"Brazil","Cosmopolitan AM3a"
"AB083800",1999,"Brazil","Cosmopolitan AM3a"
"AB083801",1999,"Brazil","Cosmopolitan AM3a"
"AB083802",1998,"Brazil","Cosmopolitan AM3a"
"AB263292",1998,"Brazil","Cosmopolitan AM3a"
"AB263293",1999,"Brazil","Cosmopolitan AM3a"
"AB263294",1999,"Brazil","Cosmopolitan AM3a"
"AB263295",1999,"Brazil","Cosmopolitan AM3a"
"AB263296",1998,"Brazil","Cosmopolitan AM3a"
"AB263297",1987,"Brazil","Cosmopolitan AM3a"
"AB263298",1989,"Brazil","Cosmopolitan AM3a"
"AB263299",1989,"Brazil","Cosmopolitan AM3a"
"AB263300",1999,"Brazil","Cosmopolitan AM3a"
"AB263301",1999,"Brazil","Cosmopolitan AM3a"
"AB263302",1999,"Brazil","Cosmopolitan AM3a"
"AB263303",1998,"Brazil","Cosmopolitan AM3a"
"AB263304",1999,"Brazil","Cosmopolitan AM3a"
"AB263305",1999,"Brazil","Cosmopolitan AM3a"
"AB263306",1999,"Brazil","Cosmopolitan AM3a"
"AB263307",1999,"Brazil","Cosmopolitan AM3a"
"AB263308",1999,"Brazil","Cosmopolitan AM3a"
"AB263309",1992,"Brazil","Cosmopolitan AM3a"
"AB263310",2001,"Brazil","Cosmopolitan AM3a"
"AB263311",2001,"Brazil","Cosmopolitan AM3a"
"AB263312",2001,"Brazil","Cosmopolitan AM3a"
"AB263313",2001,"Brazil","Cosmopolitan AM3a"
"AB263314",2001,"Brazil","Cosmopolitan AM3a"
"AB263315",1999,"Brazil","Cosmopolitan AM3a"
"AB263316",1999,"Brazil","Cosmopolitan AM3a"
"AB263317",1998,"Brazil","Cosmopolitan AM3a"
"AB263318",2000,"Brazil","Cosmopolitan AM3a"
"AB263319",2000,"Brazil","Cosmopolitan AM3a"
"AB263320",2000,"Brazil","Cosmopolitan AM3a"
"AB263321",2000,"Brazil","Cosmopolitan AM3a"
"AB263322",2000,"Brazil","Cosmopolitan AM3a"
